,Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
8033,20899,859,B,48,4000.0,24.9,UnSecured,32,5,6,T,N,0,M,M,46,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,120000,0,6479,147,5,D,50,0,1,4,61,43,0,0,0,3,0,N,0,65,5,N,99,Other                     ,1,759.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
8034,20900,1028,X,60,7500.0,8.9,UnSecured,23,4,192,H,Y,1,M,M,180,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,108000,38000,10722,178,4,D,58,0,0,0,99,0,0,0,0,4,5,N,0,108,4,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8035,20901,845,B,36,2000.0,28.9,UnSecured,42,7,48,T,Y,0,M,M,12,R,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,120000,0,0,0,5,D,67,0,0,0,99,0,0,0,0,3,3,N,0,1,3,N,99,Other                     ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8036,20903,820,C,60,3500.0,27.9,UnSecured,22,4,6,H,Y,1,S,M,65,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,155000,129058,133971,746,1,D,39,131,0,0,99,99,1,1,0,7,0,N,0,50,6,N,99,Other                     ,1,770.0,LASU,Single,1,0,0
8037,20904,1061,X,48,5000.0,11.9,UnSecured,44,8,360,H,Y,1,M,F,144,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,420,96000,26000,11525,448,5,D,57,12,0,0,99,0,0,0,0,0,30,N,0,14,5,N,99,Other                     ,1,771.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
8039,20911,839,B,37,10000.0,12.4,secured  ,49,9,48,H,Y,0,S,M,60,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,144,230000,207669,211970,1228,5,D,37,209,0,0,99,45,1,1,0,3,1,N,0,44,9,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8041,20916,882,A,60,7500.0,11.9,UnSecured,35,6,60,H,Y,0,S,M,180,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,288,65000,64345,82132,527,5,D,42,78,0,0,99,0,0,1,0,2,6,N,0,59,9,Y,99,Other                     ,1,758.0,LASU,Single,1,0,0
8043,20920,881,A,25,1000.0,29.9,UnSecured,41,7,221,H,Y,1,M,M,148,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,56000,64770,73554,645,0,D,44,22,2,67,24,77,6,1,3,3,13,N,2,535,6,N,24,JOINT LIFE & CRITICA      ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
8044,20925,870,B,36,2500.0,26.9,UnSecured,17,3,54,H,Y,0,M,F,66,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,144,175000,89000,1614,86,5,D,49,0,0,0,99,0,0,0,0,3,0,N,0,17,2,N,99,Other                     ,1,770.0,LASU,Single,1,0,0
8045,20928,876,A,60,9000.0,15.9,UnSecured,43,7,49,H,N,1,S,M,25,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,199,110000,102310,112503,557,0,D,26,104,0,0,99,0,0,0,0,0,4,N,0,102,7,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8047,20935,804,D,60,3000.0,37.9,UnSecured,0,1,120,H,N,1,M,M,36,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,72,110000,20684,21637,357,5,D,39,22,1,14,30,94,6,6,6,0,12,N,1,10,4,N,30,Other                     ,1,770.0,LASU,Single,1,0,0
8048,20936,819,C,120,23000.0,13.4,secured  ,13,2,66,H,Y,2,M,M,204,S,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,204,150000,120042,171864,1759,0,D,38,122,0,0,99,20,1,1,0,4,5,N,0,519,9,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
8049,20939,768,E,24,1500.0,31.9,UnSecured,24,4,24,T,N,1,S,F,8,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,180,120000,0,645,0,0,D,30,0,0,0,99,0,0,0,0,2,0,N,0,7,2,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
8050,20941,874,A,72,27000.0,7.4,secured  ,60,11,126,H,Y,0,M,M,120,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,365000,144971,184003,833,4,D,44,146,0,0,99,2,0,0,0,5,5,N,0,391,6,N,99,Joint                     ,1,716.0,LASU JOINT,JOINT,0,1,0
8052,20949,937,A,120,20000.0,8.9,secured  ,24,4,91,H,Y,0,S,M,105,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,188,85000,25801,46864,211,0,D,34,27,0,0,99,78,0,0,0,4,0,N,0,211,3,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
8053,20950,849,B,60,3000.0,22.9,UnSecured,21,4,7,T,Y,3,M,M,18,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,125,120000,0,8878,0,0,D,48,0,1,4,50,60,0,0,0,2,0,N,1,89,4,N,50,JOINT LIFE & CRITICA      ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
8054,20951,874,A,60,5000.0,18.9,UnSecured,24,4,132,H,Y,0,S,F,96,G,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,228,83000,39000,2867,0,0,D,37,0,2,16,16,37,0,0,0,2,0,N,2,29,3,N,16,Other                     ,1,760.0,LASCI,Single,1,0,0
8055,20954,825,C,60,5000.0,22.9,UnSecured,24,4,22,H,Y,2,S,M,72,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,252,375000,207856,252295,1902,5,D,36,209,0,0,99,1,0,0,0,9,0,N,0,445,9,N,99,LIFE & CRITICAL ILLN      ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8057,20963,746,F,24,3000.0,44.9,UnSecured,11,2,49,H,Y,0,S,M,96,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,60,130000,114419,129569,659,5,D,27,116,1,115,7,0,1,0,0,4,0,N,1,152,5,N,7,Other                     ,1,770.0,LASU,Single,1,0,0
8058,20966,888,A,36,2000.0,25.9,UnSecured,13,2,48,H,N,0,M,F,8,S,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,100000,56478,56478,375,5,D,35,58,0,0,99,0,0,0,0,0,3,N,0,1,3,N,99,Other                     ,1,772.0,LASCI,Single,1,0,0
8060,20968,956,X,48,5000.0,9.9,UnSecured,37,6,100,H,Y,1,S,M,90,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,95000,110793,119948,936,0,D,44,112,0,0,99,11,0,0,0,2,6,N,0,92,7,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8062,20970,960,X,60,7500.0,8.9,UnSecured,47,8,204,H,Y,0,M,M,252,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,180,110000,81528,101232,1330,5,D,64,83,0,0,99,0,0,0,0,2,15,N,0,198,9,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8063,20973,819,C,120,20000.0,11.4,secured  ,24,4,203,H,Y,3,M,M,188,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,260,106000,75671,100930,581,0,D,44,77,1,158,16,75,3,1,1,1,17,N,1,253,9,N,16,LASU                      ,1,758.0,LASU,Single,1,0,0
8064,20974,1009,X,60,5300.0,12.9,UnSecured,54,10,204,H,Y,0,D,M,105,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,323,150000,40094,43790,471,0,D,59,42,0,0,99,0,0,0,0,0,17,N,0,37,3,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8065,20977,749,F,60,3000.0,37.9,UnSecured,25,4,84,H,Y,0,S,M,60,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,135000,35000,6530,0,5,D,32,0,0,0,99,3,1,1,0,9,0,N,0,66,2,N,99,Other                     ,1,770.0,LASU,Single,1,0,0
8066,20978,744,F,48,3250.0,38.9,UnSecured,18,3,12,R,Y,1,M,M,26,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,16,120000,0,10672,308,0,D,41,0,0,0,99,0,0,0,0,6,1,N,0,107,5,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8067,20979,766,E,60,2500.0,29.9,UnSecured,11,2,46,H,Y,0,M,F,119,D,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,397,170000,71942,93698,841,0,D,50,72,0,0,99,0,2,2,0,2,3,N,0,231,9,N,99,Other                     ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8068,20983,898,A,60,5500.0,10.9,UnSecured,0,1,22,H,Y,1,M,M,192,S,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,171,168000,148853,171130,1265,5,D,33,150,0,0,99,2,0,0,0,4,1,N,0,223,9,N,99,Joint                     ,1,722.0,1st Cust - LASCI / 2nd Cust - LASU,Joint,0,1,0
8069,20984,910,A,60,10000.0,9.9,UnSecured,37,6,187,H,Y,0,M,M,44,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,162,129000,49633,59496,632,4,D,43,51,0,0,99,0,1,1,0,0,15,N,0,99,9,N,99,Other                     ,1,761.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
8073,20990,942,A,30,2500.0,22.9,UnSecured,46,8,94,H,Y,1,M,F,168,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,180,139000,47093,47093,408,5,D,49,49,2,4,16,102,0,0,0,3,6,N,2,0,1,N,16,Joint                     ,1,716.0,LASU JOINT,JOINT,0,1,0
8074,20994,759,F,24,1500.0,39.9,UnSecured,8,2,18,H,Y,1,S,F,24,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,216,160000,104956,131480,788,5,D,24,106,0,0,99,2,2,2,0,2,1,N,0,266,7,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
8076,20998,780,E,30,3000.0,29.9,UnSecured,24,4,17,T,Y,0,S,F,115,P,F,P,2,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,232,120000,0,1224,0,0,D,30,0,2,25,40,41,0,0,0,3,1,N,1,13,4,N,40,Other                     ,1,758.0,LASU,Single,1,0,0
8078,21000,874,A,120,12000.0,14.9,secured  ,23,4,80,H,Y,0,S,M,56,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,198,182000,155581,172716,1004,0,D,41,157,0,0,99,0,1,0,0,1,0,N,0,172,6,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
8081,21008,961,X,96,5000.0,12.9,secured  ,11,2,120,H,Y,1,M,F,348,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,147000,119000,12347,37,5,D,51,0,0,0,99,204,2,1,0,3,10,N,0,124,6,N,99,Joint                     ,1,719.0,LASCI JOINT,JOINT,0,1,0
8082,21010,834,C,24,1000.0,25.9,UnSecured,40,6,36,H,Y,1,M,M,42,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,110000,88448,29739,371,4,D,29,0,0,0,99,5,0,0,0,3,0,N,0,298,3,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8083,21011,791,D,60,6000.0,19.9,UnSecured,40,6,24,T,Y,3,M,M,41,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,293,120000,0,14376,200,0,D,47,0,0,0,99,2,0,0,0,2,0,N,0,144,2,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8085,21015,715,O,24,1000.0,44.9,UnSecured,21,4,84,H,N,1,S,F,84,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,24,90000,70091,70328,498,5,D,28,72,0,0,99,23,1,0,0,1,6,N,0,3,4,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
8086,21017,1076,X,60,8500.0,11.9,UnSecured,43,7,462,H,Y,0,M,M,5,R,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,324,95000,83000,4502,75,5,D,66,0,0,0,99,12,2,0,0,0,34,N,0,46,9,N,99,Other                     ,1,769.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
8088,21021,765,E,120,20000.0,15.9,secured  ,0,1,4,H,Y,1,D,M,53,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,251,410000,333485,22287,212,4,D,50,0,2,501,37,267,3,3,1,3,0,N,1,223,9,N,39,LASCI                     ,1,760.0,LASCI,Single,1,0,0
8089,21025,1050,X,60,7500.0,9.4,UnSecured,22,4,288,H,Y,0,M,M,120,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,216,150000,0,18919,212,0,D,61,0,0,0,99,0,1,0,0,1,21,N,0,190,9,N,99,1st Cust - LASU / 2n      ,1,771.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
8090,21030,851,B,120,20000.0,11.4,secured  ,44,8,301,H,Y,0,M,M,12,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,82000,66456,85393,834,5,D,52,84,0,0,99,33,2,1,0,9,22,N,0,30,9,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
8092,21036,721,O,25,1500.0,44.9,UnSecured,27,4,78,H,Y,2,M,M,204,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,150000,87938,88154,637,5,D,42,89,1,3,12,21,1,1,0,9,5,N,1,3,7,N,12,Other                     ,1,772.0,LASCI,Single,1,0,0
8093,21037,1054,X,120,12000.0,8.9,secured  ,27,4,53,H,Y,2,M,M,171,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,243,188000,120401,130909,674,4,D,46,122,1,51,52,0,0,0,0,3,1,N,1,106,6,N,52,JOINT LIFE & CRITICA      ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
8094,21038,868,B,60,3000.0,25.9,UnSecured,18,3,252,H,Y,6,M,M,9,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,300,343000,225639,306458,2238,5,D,42,259,1,11,26,15,0,0,0,7,4,N,0,486,9,N,99,LASCI                     ,1,772.0,LASCI,Single,1,0,0
8095,21039,791,D,120,12000.0,14.9,secured  ,55,10,228,H,Y,2,M,F,1,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,60,163000,104310,114266,906,5,D,39,113,0,0,99,31,3,0,3,3,18,N,0,28,8,N,99,Joint                     ,1,716.0,LASU JOINT,JOINT,0,1,0
8096,21041,672,R,48,2500.0,44.9,UnSecured,55,10,40,H,Y,1,S,F,30,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,150000,104630,105428,463,5,D,27,106,0,0,99,37,3,3,1,6,3,N,0,8,3,N,99,Other                     ,1,770.0,LASU,Single,1,0,0
8097,21044,843,B,60,8000.0,16.9,UnSecured,45,8,230,H,Y,1,M,M,9,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,194,165000,168576,192525,1946,0,D,45,170,0,0,99,0,0,0,0,7,8,N,0,240,9,N,99,Joint                     ,1,716.0,LASU JOINT,JOINT,0,1,0
8100,21056,1019,X,60,15000.0,7.9,UnSecured,54,10,10,H,Y,0,M,M,184,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,311,125000,58824,74132,361,4,D,54,60,3,17,40,10,1,0,0,5,0,N,2,153,5,N,40,Other                     ,1,758.0,LASU,Single,1,0,0
8102,21062,980,X,30,3000.0,18.9,UnSecured,39,6,333,H,Y,0,D,M,81,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,480,70000,0,4082,160,5,D,73,0,0,0,99,0,0,0,0,0,27,N,0,41,3,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8105,21071,780,E,48,1500.0,31.9,UnSecured,55,10,361,T,Y,0,M,F,42,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,225,120000,0,12328,277,0,D,60,0,0,0,99,0,1,0,0,3,23,N,0,124,8,N,99,Joint                     ,1,721.0,1st Cust - LASU / 2nd Cust - LASCI,Joint,0,1,0
8106,21072,840,B,60,6800.0,15.1,UnSecured,45,8,112,H,Y,0,M,F,40,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,76,110000,45000,56203,333,4,D,49,51,0,0,99,29,2,1,0,3,7,N,0,65,4,N,99,Other                     ,1,760.0,LASCI,Single,1,0,0
8107,21073,915,A,60,6551.19,17.9,UnSecured,4,1,423,T,Y,0,M,M,372,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,430,120000,0,8765,142,0,D,64,0,0,0,99,9,0,0,0,0,28,N,0,88,5,N,99,Other                     ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
8108,21074,748,F,60,7000.0,24.9,secured  ,7,1,19,H,Y,0,M,M,6,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,183,452000,417722,469345,3921,0,D,49,419,0,0,99,29,3,0,1,9,2,N,0,517,9,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
8109,21075,937,A,48,4000.0,23.9,UnSecured,43,7,28,T,Y,0,M,F,140,R,P,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,356,120000,0,1122,0,0,D,67,0,0,0,99,7,0,0,0,1,1,N,0,12,3,N,99,JOINT LIFE & CRITICA      ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
8110,21076,848,B,60,4500.0,31.9,UnSecured,45,8,384,L,Y,0,S,M,168,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,120000,0,9899,198,5,D,34,0,0,0,99,0,2,0,0,3,15,N,0,99,9,N,99,Other                     ,1,772.0,LASCI,Single,1,0,0
8113,21086,948,X,60,11000.0,8.4,UnSecured,60,11,21,H,Y,1,M,F,55,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,183,140000,104235,128830,936,4,D,30,106,0,0,99,0,1,0,0,2,1,N,0,246,9,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8115,21088,767,E,30,3500.0,32.9,UnSecured,45,8,19,T,Y,1,S,F,16,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,120000,0,2565,158,5,D,45,0,0,0,99,0,0,0,0,4,0,N,0,26,3,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8116,21091,829,C,24,4000.0,32.9,UnSecured,42,7,5,H,Y,0,M,M,91,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,322,75000,18758,2757,100,0,D,41,0,1,20,10,47,4,4,4,4,0,N,1,28,7,N,10,Other                     ,1,758.0,LASU,Single,1,0,0
8119,21098,765,E,48,2500.0,38.9,UnSecured,9,2,84,L,Y,0,S,M,24,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,180,120000,0,2179,132,5,D,22,0,0,0,99,0,2,2,0,2,4,N,0,22,6,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8120,21100,971,X,120,14000.0,8.9,secured  ,43,7,84,H,Y,0,D,F,66,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,90000,73921,85036,598,5,D,42,75,0,0,99,0,1,0,0,2,7,N,0,112,7,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8121,21103,972,X,36,6000.0,9.9,UnSecured,31,5,96,H,Y,2,M,F,72,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,800000,400000,20907,534,5,D,52,0,0,0,99,0,0,0,0,1,8,N,0,210,4,N,99,Other                     ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8125,21117,939,A,120,31000.0,11.4,secured  ,44,8,156,H,Y,0,M,M,132,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,360,178000,141697,208445,1351,0,D,50,143,0,0,99,0,0,0,0,9,11,N,0,668,9,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
8126,21118,888,A,60,6500.0,13.9,UnSecured,42,7,434,H,Y,0,S,M,98,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,314,110000,56000,95831,870,4,D,50,79,0,0,99,7,4,3,3,1,25,N,0,187,4,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
8127,21119,921,A,60,8000.0,8.9,UnSecured,47,8,266,H,Y,0,M,M,329,G,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,240000,219988,239487,1211,5,D,55,221,0,0,99,0,1,0,0,6,22,N,0,195,9,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8129,21123,952,X,60,10000.0,8.9,UnSecured,41,7,216,H,Y,0,S,F,54,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,306,90000,80099,80346,475,5,D,41,82,0,0,99,4,0,0,0,4,15,N,0,3,4,N,99,Other                     ,1,770.0,LASU,Single,1,0,0
8130,21124,752,F,120,17000.0,18.9,secured  ,45,8,45,H,Y,4,S,M,44,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,261,178000,116549,134243,512,0,D,30,118,0,0,99,6,0,1,0,6,2,N,0,177,9,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8131,21125,754,F,60,1500.0,42.9,UnSecured,24,4,192,L,Y,0,S,M,42,P,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,120000,0,0,0,5,D,21,0,0,0,99,0,0,0,0,2,3,N,0,1,1,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
8132,21127,841,B,60,4500.0,22.9,UnSecured,52,10,84,T,Y,0,S,F,24,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,36,120000,0,0,0,5,D,40,0,0,0,99,0,0,0,0,1,2,N,0,1,2,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
8133,21129,945,X,36,2000.0,29.9,UnSecured,28,5,276,H,Y,0,M,F,66,R,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,276,350000,0,33345,611,5,D,68,0,0,0,99,0,5,0,3,3,20,N,0,334,9,N,99,Other                     ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8135,21133,975,X,108,20382.0,7.9,secured  ,59,11,372,H,Y,1,M,M,348,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,276,244000,103827,133079,905,4,D,66,105,1,24,51,0,2,0,0,7,23,N,0,293,9,N,99,Joint                     ,1,719.0,LASCI JOINT,JOINT,0,1,0
8139,21149,909,A,120,13500.0,10.9,secured  ,17,3,300,H,Y,0,M,F,156,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,163,191000,101138,113455,1112,0,D,52,103,0,0,99,13,6,6,9,8,21,N,0,124,8,N,99,Joint                     ,1,716.0,LASU JOINT,JOINT,0,1,0
8140,21152,937,A,60,15000.0,7.9,UnSecured,47,8,69,H,Y,0,S,M,50,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,153,220000,89881,128109,1171,0,D,43,106,0,0,99,0,0,0,0,0,4,N,0,237,9,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
8145,21177,808,D,60,3000.0,37.9,UnSecured,44,8,84,H,Y,1,M,F,84,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,84,74000,62006,67680,674,5,D,33,64,1,106,10,109,0,0,0,4,1,N,1,57,3,N,10,LASU                      ,1,770.0,LASU,Single,1,0,0
8148,21187,842,B,60,7000.0,14.9,UnSecured,29,5,12,H,Y,1,S,M,172,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,242,350000,293000,348478,1771,1,D,44,296,0,0,99,0,1,0,0,6,1,N,0,538,9,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8149,21191,993,X,60,7500.0,8.4,UnSecured,59,11,482,H,Y,1,S,M,252,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,300000,90779,105755,963,5,D,41,92,0,0,99,0,1,0,0,2,2,N,0,150,3,N,99,Other                     ,1,760.0,LASCI,Single,1,0,0
8151,21194,941,A,60,7500.0,8.9,UnSecured,44,8,11,H,Y,0,M,M,228,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,324,95000,75000,83011,621,0,D,48,75,0,0,99,0,1,1,0,2,0,N,0,93,7,N,99,Other                     ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
8152,21195,827,C,60,5000.0,19.9,UnSecured,21,4,5,H,Y,0,S,F,42,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,210,84000,76000,92606,529,5,D,40,79,0,0,99,0,0,0,0,6,0,N,0,150,4,N,99,Other                     ,1,758.0,LASU,Single,1,0,0
